JournalTitle	JrId	NlmId	IsoAbbr	MedAbbr	ISSN (Print)	ISSN (Online)
Bulletin d'histoire de l'electricite	23746	100967009	Bull Hist Electr	Bull Hist Electr	0758-7171	
Bulletin de l'Institut d'Egypte	23747	100967017	Bull Inst Egypte	Bull Inst Egypte	0366-4228	
Bulletin of the Institute of Historical Research	23748	100967023	Bull Inst Hist Res	Bull Inst Hist Res	0041-9761	
Zhong yang yan jiu yuan jin dai shi yan jiu suo ji kan. Zhong yang yan jiu yuan. Jin dai shi yan jiu suo	23749	100967028	Bull Inst Mod Hist Acad Sin	Bull Inst Mod Hist Acad Sin	1029-4740	
Bulletin (New York State Archeological Association : 1987)	23750	100967030	Bull J N Y State Archeol Assoc	Bull J N Y State Archeol Assoc	1046-2368	
Historical New Hampshire	23751	100967050	Hist N H	Hist N H	0018-2508	
Historical methods	23752	100967057	Hist Methods	Hist Methods	0161-5440	
Bulletin de la Section d'histoire moderne et contemporaine. France. Comite des travaux historiques et scientifiques. Section d'histoire moderne et contemporaine	23753	100966880	Bull Sect Hist Mod Contemp	Bull Sect Hist Mod Contemp	0399-9734	
Bulletin de la Societe d'agriculture, sciences et arts de la Sarthe. Societe d'agriculture, sciences et arts de la Sarthe	23754	100966881	Bull Soc Agric Sci Arts Sarthe	Bull Soc Agric Sci Arts Sarthe	0373-952X	
Bulletin de la Societe archeologique du Finistere. Societe archeologique du Finistere	23755	100966882	Bull Soc Archeol Finistere	Bull Soc Archeol Finistere		
Archivum franciscanum historicum : periodica publicatio trimestris cura pp. Collegii D. Bonaventurae	23756	100966883	Arch Franciscanum Hist	Arch Franciscanum Hist	0004-0665	
Archiv fur Papyrusforschung und verwandte Gebiete	23757	100966884	Arch Papyrusforsch	Arch Papyrusforsch	0066-6459	
Archivio storico lombardo	23758	100966885	Arch Stor Lomb	Arch Stor Lomb	0392-0232	
Archaeologia aeliana, or, Miscellaneous tracts relating to antiquity	23759	100966886	Archaeol Aeliana	Archaeol Aeliana	0261-3417	
Arethusa	23760	100966887	Arethusa	Arethusa	0004-0975	1080-6504
The Army quarterly and defence journal	23761	100966888	Army Q Def J	Army Q Def J	0004-2552	
Ateneo Veneto : revista di scienze, lettere ed arti	23762	100966889	Ateneo Veneto	Ateneo Veneto	0004-6558	
Cahiers des annales de Normandie. Annales de Normandie	23763	100966890	Cah Ann Normandie	Cah Ann Normandie	0570-1600	
Cahiers d'archeologie et d'histoire du Berry	23764	100966892	Cah Archeol Hist Berry	Cah Archeol Hist Berry	0007-9693	
Cahiers de civilisation alpine / Centre d'etudes franco-italien, Universites de Turin et de Savoie = Quaderni di civilta alpina / Centro di studi franco-italiani, Universita di Torino e della Savoia	23765	100966895	Cah Civilis Alp	Cah Civilis Alp	0761-9111	
Cahiers de Clio	23766	100966896	Cah Clio	Cah Clio	0575-0598	
Cahiers Confrontation	23767	100966898	Cah Confront	Cah Confront		
Les Cahiers des Dix. Les Dix	23768	100966899	Cah Dix	Cah Dix		
Cahiers d'etudes africaines	23769	100966900	Cah Etud Afr	Cah Etud Afr	0008-0055	
Cahiers des etudes anciennes	23770	100966901	Cah Etud Anc	Cah Etud Anc	0317-5065	
Les Cahiers de Fontenay	23771	100966917	Cah Fontenay	Cah Fontenay	0395-8418	
Cahiers de geographie de Quebec	23772	100966918	Cah Geogr Que	Cah Geogr Que		
Cahiers geologiques	23773	100966923	Cah Geol	Cah Geol	0008-0241	
Les Cahiers haut-marnais	23775	100966926	Cah Haut Marnais	Cah Haut Marnais	0008-025X	
Analele Universitatii Bucuresti: Istorie. Universitatea din Bucuresti	23776	100966928	An Univ Bucur Istor	An Univ Bucur Istor	1220-0255	
Cahiers d'histoire mondiale. Journal of world history	23777	100966929	Cah Hist Mond	Cah Hist Mond	0022-5436	
Cahiers d'histoire de la seconde guerre mondiale / Ministere de l'education nationale, Archives generales du royaume, Centre de recherches et d'etudes historiques de la seconde guerre mondiale	23778	100966930	Cah Hist Second Guerr Mond	Cah Hist Second Guerr Mond	0771-6435	
Analecta sacra Tarraconensia; revista de ciencias historico-eclesiasticas	23779	100966931	Analecta Sacra Tarracon	Analecta Sacra Tarracon	0304-4300	
Cahiers internationaux d'histoire economique et sociale	23780	100966932	Cah Int Hist Econ Soc	Cah Int Hist Econ Soc	1010-3643	
Cahiers Leopold Delisle	23781	100966933	Cah Leopold Delisle	Cah Leopold Delisle	0399-1415	
Les Cahiers lorrains	23782	100966934	Cah Lorrains	Cah Lorrains		
Anglia (Halle an der Saale, Germany)	23783	100966935	Anglia	Anglia	0340-5222	
Anglo-Saxon England	23784	100966938	Anglo Sax Engl	Anglo Sax Engl	0263-6751	
Cahiers du monde russe et sovietique	23785	100966940	Cah Monde Russe Sov	Cah Monde Russe Sov	0008-0160	
Les Cahiers rationalistes	23786	100966942	Cah Ration	Cah Ration		
Les Cahiers de la recherche architecturale	23787	100966944	Cah Rech Archit	Cah Rech Archit	0150-9535	
Bulletin of Latin American research	23788	100966947	Bull Lat Am Res	Bull Lat Am Res	0261-3050	
Cahiers des religions africaines	23789	100966948	Cah Relig Afr	Cah Relig Afr	0008-0047	
Cahiers du seminaire de philosophie	23790	100966950	Cah Semin Philos	Cah Semin Philos		
Les cahiers de Tunisie	23791	100966952	Cah Tunis	Cah Tunis	0008-0012	
American journal of political science	23792	100966955	Am J Pol Sci	Am J Pol Sci	0092-5853	1540-5907
Actes de la recherche en sciences sociales	23793	100966956	Actes Rech Sci Soc	Actes Rech Sci Soc	0335-5322	
Cahiers victoriens & edouardiens	23794	100966957	Cah Victor Edouardiens	Cah Victor Edouardiens	0220-5610	
Cahiers Vilfredo Pareto	23795	100966960	Cah Vilfredo Pareto	Cah Vilfredo Pareto	0048-8046	
California Historical Society quarterly	23796	100966967	Calif Hist Soc Q	Calif Hist Soc Q		
American literature: a journal of literary history, criticism and bibliography	23797	100966974	Am Lit	Am Lit	0002-9831	1527-2117
The Californians	23798	100966977	Californians	Californians	0745-5895	
Canadian-American Slavic studies. Revue canadienne-americaine d'etudes slaves	23799	100966982	Can Am Slav Stud	Can Am Slav Stud	0090-8290	
American studies (Lawrence, Kan.)	23800	100966984	Am Stud (Lawrence)	Am Stud (Lawrence)	0026-3079	
Canadian dimension	23801	100966994	Can Dimens	Can Dimens	0008-3402	
Canadian ethnic studies	23802	100966995	Can Ethn Stud	Can Ethn Stud	0008-3496	
Canadian geographic	23803	100966997	Can Geogr (Ottowa)	Can Geogr (Ottowa)	0706-2168	
The Canadian historical review	23804	100966999	Can Hist Rev	Can Hist Rev	0008-3755	
Canadian journal of African studies	23805	100967001	Can J Afr Stud	Can J Afr Stud	0008-3968	
Canadian journal of history of sport and physical education	23806	100967005	Can J Hist Sport Phys Educ	Can J Hist Sport Phys Educ	0008-4115	
Canadian journal of Italian studies	23807	100967010	Can J Ital Stud	Can J Ital Stud	0705-3002	
Canadian journal of Latin American and Caribbean studies = Revue canadienne des etudes latino-americaines et caraibes	23808	100967015	Can J Lat Am Caribb Stud	Can J Lat Am Caribb Stud	0826-3663	
The Canadian journal of native studies	23809	100967018	Can J Native Stud	Can J Native Stud	0715-3244	
Canadian labour	23810	100967020	Can Labour	Can Labour	0008-4336	
Historical papers / the Canadian Historical Association = Communications historiques / la Societe historique du Canada. Canadian Historical Association. Meeting	23811	100967043	Hist Pap Can Hist Assoc	Hist Pap Can Hist Assoc	0068-8878	
Historical news	23812	100967044	Hist News	Hist News	0439-2345	
Historia mexicana	23813	100967052	Hist Mex	Hist Mex	0185-0172	
Histoire magazine	23814	100967059	Hist Mag	Hist Mag	0223-4173	
Historiska och litteraturhistoriska studier	23815	100967061	Hist Litteraturhist Stud	Hist Litteraturhist Stud	0073-2702	
California historical quarterly	23816	100966964	Calif Hist Q	Calif Hist Q	0097-6059	
Cahiers d'histoire	23817	100966927	Cah Hist	Cah Hist	0008-008X	
Durius	23818	100967101	Durius	Durius		
Duneland notes	23819	100967097	Dunel Notes	Dunel Notes		
The Economic and social review	23820	100967160	Econ Soc Rev (Irel)	Econ Soc Rev (Irel)	0012-9984	
Economia e storia	23821	100967164	Econ Stor	Econ Stor	0012-9798	
Eire-Ireland; a journal of Irish studies	23822	100967192	Eire Irel	Eire Irel	0013-2683	
African affairs	23823	100967218	Afr Aff (Lond)	Afr Aff (Lond)	0001-9909	
Acta Universitatis Lundensis. Sectio I, Theologica, juridica, humaniora	23824	100967221	Acta Univ Lund	Acta Univ Lund	0459-9969	
Annali della Scuola normale superiore di Pisa. Classe di lettere e filosofia. Scuola normale superiore (Italy)	23825	100967065	Ann Sc Norm Super Pisa	Ann Sc Norm Super Pisa		
Canadian review of American studies	23826	100967066	Can Rev Am Stud	Can Rev Am Stud	0007-7720	
Cantium	23827	100967069	Cantium	Cantium	0590-7977	
Caribbean review	23828	100967070	Caribb Rev	Caribb Rev	0008-6525	
Caribbean studies (Rio Piedras, San Juan, P.R.)	23829	100967071	Caribb Stud	Caribb Stud	0008-6533	
Carinthia I : Mittheilungen des Geschichtsvereins fur Karnten	23830	100967072	Carinthia I	Carinthia I	0008-6606	
The Carmarthen antiquary	23831	100967075	Carmarthen Antiq	Carmarthen Antiq		
The Carmarthensire hisorian	23832	100967076	Carmarthensh Hist	Carmarthensh Hist	0576-7849	
Casopis Matice moravske (1968)	23833	100967077	Cas Matice Moravske	Cas Matice Moravske	0323-052X	
Casopis Narodniho musea	23834	100967078	Cas Nar Muz	Cas Nar Muz		
Casopis za zgodovino in narodopisje. Review for history and ethnography	23835	100967079	Cas Zgodovino Narodop	Cas Zgodovino Narodop	0590-5966	
La Casana	23836	100967080	Casana	Casana		
The Cato journal	23837	100967081	Cato J	Cato J	0273-3072	
Central European history	23838	100967082	Cent Eur Hist	Cent Eur Hist	0008-9389	
The Centennial review	23839	100967084	Centen Rev	Centen Rev	0162-0177	
Centerpoint	23840	100967085	Centerpoint	Centerpoint	0098-924X	
Ceskoslovensky casopis historicky / Ceskoslovenska akademie ved	23841	100967086	Cesk Cas Hist	Cesk Cas Hist	0045-6187	
The Chaucer review	23842	100967087	Chaucer Rev	Chaucer Rev	0009-2002	
Deutsche Zeitschrift fur Philosophie	23843	100967088	Dtsch Z Philos	Dtsch Z Philos	0012-1045	
Dublin historical record	23844	100967090	Dublin Hist Rec	Dublin Hist Rec	0012-6861	
The Chesterton review	23845	100967093	Chesterton Rev	Chesterton Rev	0317-0500	
Chicago history	23846	100967094	Chic Hist	Chic Hist	0272-8540	
Dubrovnik	23847	100967095	Dubrovnik	Dubrovnik	0419-7933	
Chinese culture	23848	100967096	Chin Cult	Chin Cult	0009-4544	
The China quarterly	23849	100967098	China Q	China Q	0305-7410	
The Durham University journal. University of Durham	23850	100967099	Durham Univ J	Durham Univ J	0012-7280	
Early American literature	23851	100967103	Early Am Lit	Early Am Lit	0012-8163	
Earth sciences history : journal of the History of the Earth Sciences Society	23852	100967105	Earth Sci Hist	Earth Sci Hist	0736-623X	
East central Europe. L'Europe du centre-est	23853	100967106	East Cent Eur	East Cent Eur	0094-3037	
East European quarterly	23854	100967117	East Eur Q	East Eur Q	0012-8449	
China report (New Delhi, India)	23855	100967118	China Rep	China Rep	0009-4455	
Christiana Albertina; Kieler Universitats-Zeitschrift	23856	100967120	Christiana Albertina Kiel Univ Z	Christiana Albertina Kiel Univ Z	0578-0160	
Eastern horizon	23857	100967121	East Horiz	East Horiz	0012-8813	
The East Tennessee Historical Society's publications. East Tennessee Historical Society	23858	100967122	East Tenn Soc Publ	East Tenn Soc Publ	0361-6193	
Echoes	23859	100967126	Echoes	Echoes	0012-933X	
Chronicles of Oklahoma	23860	100967129	Chron Okla	Chron Okla	0009-6024	
Ciel et terre	23861	100967132	Ciel Terre	Ciel Terre	0009-6709	
The Cincinnati Historical Society bulletin	23862	100967139	Cinci Hist Soc Bull	Cinci Hist Soc Bull	0194-2883	
Civil War history	23863	100967143	Civ War Hist	Civ War Hist	0009-8078	
The Economic history review	23864	100967146	Econ Hist Rev	Econ Hist Rev	0013-0117	1468-0289
Civil War times illustrated	23865	100967149	Civ War Times Illus	Civ War Times Illus	0009-8094	
Economisch- en sociaal-historisch jaarboek / uitgegeven door de vereniging het Nederlandsch Economisch-Historisch Archief	23866	100967156	Econ Soc Hist Jaarb	Econ Soc Hist Jaarb	0167-7942	
Classical antiquity	23867	100967165	Class Antiq	Class Antiq	0278-6656	
Economica	23868	100967168	Economica	Economica		
Education and urban society	23869	100967174	Educ Urban Soc	Educ Urban Soc	0013-1245	
Eichsfelder Heimathefte	23870	100967175	Eichsfelder Heimath	Eichsfelder Heimath		
The Classical outlook	23871	100967177	Class Outlook	Class Outlook	0009-8361	
Eighteenth century (Lubbock, Tex.)	23872	100967178	Eighteenth Century (Lubbock)	Eighteenth Century (Lubbock)	0193-5380	
Classical philology	23873	100967179	Class Philol	Class Philol	0009-837X	
Classical world	23874	100967181	Class World	Class World	0009-8418	
Clio	23875	100967183	Clio	Clio	0884-2043	
Eighteenth-century studies	23876	100967184	Eighteenth Century Stud	Eighteenth Century Stud	0013-2586	1086-315X
Coin world	23877	100967186	Coin World	Coin World	0010-0447	
The Colby Library quarterly	23878	100967189	Colby Libr Q	Colby Libr Q	0010-0552	
Collections of the Nova Scotia Historical Society	23879	100967193	Collect N S Hist Soc	Collect N S Hist Soc	0383-8420	
Ekonomski pregled	23880	100967196	Ekon Pregl	Ekon Pregl	0424-7558	
Colorado heritage : the journal of the Colorado Historical Society	23881	100967202	Colo Herit	Colo Herit	0272-9377	
The Colorado magazine	23882	100967203	Colo Mag	Colo Mag	0010-1648	
Colorado quarterly	23883	100967204	Colo Q	Colo Q	0010-1710	
Emerita / Junta para Ampliacion de Estudios, Centro de Estudios Historicos	23885	100967207	Emerita	Emerita	0013-6662	
The Emporia State research studies / Kansas State Teachers College	23886	100967210	Emporia State Res Stud	Emporia State Res Stud	0424-9399	
The English historical review	23887	100967213	Engl Hist Rev	Engl Hist Rev	0013-8266	
English language notes	23888	100967214	Engl Lang Notes	Engl Lang Notes	0013-8282	
L'Afrique litteraire et artistique	23889	100967217	Afr Litt Artist	Afr Litt Artist	0002-0508	
Abhandlungen und Berichte des Staatlichen Museums fur Volkerkunde, Dresden. Staatliches Museum fur Volkerkunde Dresden	23890	100967227	Abh Ber Staatl Mus Voelkerkd Dres	Abh Ber Staatl Mus Voelkerkd Dres	0070-7295	
Enquetes du Musee de la vie wallonne	23892	100967240	Enquetes Mus Vie Wallonne	Enquetes Mus Vie Wallonne		
Chemical heritage / CHF	23893	100967089	Chem Herit	Chem Herit	1066-5315	
Canadian Slavonic papers	23894	100967067	Can Slavon Pap	Can Slavon Pap	0008-5006	
The Chesopiean	23895	100967091	Chesopiean	Chesopiean	0009-3300	
Church history	23896	100967130	Church Hist	Church Hist	0009-6407	
The classical journal	23897	100967167	Class J	Class J	0009-8353	
Eighteenth-century Ireland	23898	100967188	Eighteenth Century Irel	Eighteenth Century Irel		
Epigraphische Studien	23899	100967259	Epigraph Stud	Epigraph Stud	0071-0989	
Comparative politics	23900	100967244	Comp Polit	Comp Polit	0010-4159	
Comunita	23901	100967246	Comunita	Comunita		
Concordia Historical Institute quarterly. Concordia Historical Institute	23902	100967247	Concordia Hist Inst Q	Concordia Hist Inst Q	0010-5260	
Conditio Judaica	23903	100967248	Conditio Jud	Conditio Jud	0941-5866	
Condorcet studies	23904	100967249	Condorcet Stud	Condorcet Stud	1041-3626	
The Connecticut Historical Society bulletin	23905	100967250	Conn Hist Soc Bull	Conn Hist Soc Bull	0885-4831	
Connaissance des arts	23906	100967251	Connaiss Arts	Connaiss Arts		
Contemporary French civilization	23907	100967252	Contemp Fr Civiliz	Contemp Fr Civiliz	0147-9156	
Contemporary review (London, England)	23908	100967253	Contemp Rev	Contemp Rev	0010-7565	
Continuity and change	23909	100967254	Contin Chang	Contin Chang	0268-4160	1469-218X
Continuity	23910	100967255	Continuity	Continuity	0277-1446	
Epeirotike hestia	23911	100967256	Epeirotike Hestia	Epeirotike Hestia	0425-1431	
Contrastes (Murcia, Spain)	23912	100967257	Contrastes	Contrastes		
Le Contrat social	23913	100967258	Contrat Soc	Contrat Soc	0589-5782	
Contree / [Raad vir Geesteswetenskaplike Navorsing, Instituut vir Geskiedenisnavorsing, Afdeling Streekgeskiedenis]	23914	100967260	Contree	Contree	0379-9867	
Epigraphica	23915	100967261	Epigraphica	Epigraphica	0013-9572	
Epopteia	23916	100967263	Epopteia	Epopteia		
Contributi (Biblioteca Antonio Panizzi)	23917	100967264	Contributi	Contributi		
Criminal justice history	23918	100967265	Crim Justice Hist	Crim Justice Hist	0194-0953	
Erziehung und Unterricht; osterreichische padagogische Zeitschrift	23919	100967266	Erzieh Unterr	Erzieh Unterr		
Crime and social justice	23920	100967267	Crime Soc Justice	Crime Soc Justice	0094-7571	
Critical inquiry	23921	100967268	Crit Inq	Crit Inq	0093-1896	
Essays in arts and sciences	23922	100967270	Essays Arts Sci	Essays Arts Sci	0361-5634	
Critique (Clandeboye, Man.)	23923	100967271	Critique	Critique	0821-5561	
Essex Institute historical collections	23924	100967272	Essex Inst Hist Collect	Essex Inst Hist Collect	0014-0953	
Cronache pompeiane	23925	100967273	Cron Pompeiane	Cron Pompeiane	0391-1527	
Essex journal	23926	100967275	Essex J	Essex J	0014-0961	
L'Estampille	23927	100967277	Estampille	Estampille	0184-7724	
Country life (London, England)	23928	100967278	Ctry Life	Ctry Life	0045-8856	
Estudios de Asia y Africa	23929	100967279	Estud Asia Afr	Estud Asia Afr	0185-0164	
Cuadernos americanos	23930	100967280	Cuad Am	Cuad Am	0011-2356	
ECA : estudios centro americanos	23931	100967281	Estud Cent Am	Estud Cent Am		
Estudios clasicos	23932	100967283	Estud Cl	Estud Cl	0014-1453	
Cuadernos de estudios gallegos / Instituto Padre Sarmiento de Estudios Gallegos	23933	100967284	Cuad Estud Gallegos	Cuad Estud Gallegos	0210-847X	
Estudios del Departamento de Historia Moderna. Universidad de Zaragoza. Departamento de Historia moderna	23934	100967287	Estud Dep Hist Mod	Estud Dep Hist Mod	0211-3759	
Cuadernos de filologia clasica	23935	100967288	Cuad Filol Cl	Cuad Filol Cl	0210-0746	
Cuadernos hispanoamericanos	23936	100967289	Cuad Hispanoam	Cuad Hispanoam	0011-250X	
Cuadernos de investigacion historica	23937	100967291	Cuad Invest Hist	Cuad Invest Hist	0210-6272	
Estudis historics i documents dels Arxius de Protocols / Col.legi Notarial de Barcelona	23938	100967293	Estud Hist Doc Arxius Protoc	Estud Hist Doc Arxius Protoc		
Environmental history review : EHR : a publication of the American Society for Environmental History	23939	100967296	Environ Hist Rev	Environ Hist Rev	1053-4180	
Cuban studies	23940	100967298	Cuban Stud	Cuban Stud	0361-4441	
Cultures et developpement / Universite catholique de Louvain	23941	100967299	Cult Dev	Cult Dev	0011-295X	
